variant,seed,layers,rays,params,best_epoch,train_acc,val_acc,test_acc,test_f1,gate_mean,alpha_entropy,alpha_max,move_norm,radial_abs,seconds,kappa,ray_dropout
fixed,0,4,32,7230,20,0.9625217914581299,0.9597715735435486,0.9595010876655579,0.9587178311214247,1.3634509146213531,2.535127341747284,0.2498252298682928,0.9043537005782127,0.0,77.92822456359863,6.0,0.15
fixed,1,4,32,7230,55,0.964809000492096,0.9593866467475891,0.9619264006614685,0.9612382775001655,1.3473418802022934,2.5709521919488907,0.24419385753571987,1.0307489782571793,0.0,135.9729347229004,6.0,0.15
fixed,2,4,32,7230,20,0.9622500538825989,0.9600923657417297,0.9596935510635376,0.9589761904680378,1.2257951498031616,2.549117684364319,0.25754780787974596,0.8002782128751278,0.0,78.87298035621643,6.0,0.15
radial_score,0,4,32,7358,25,0.9635748267173767,0.9597715735435486,0.9608484506607056,0.9600943041533947,1.3972694873809814,2.5633493661880493,0.2432299628853798,0.8715489655733109,0.5288910940289497,96.86640810966492,6.0,0.15
radial_score,1,4,32,7358,35,0.9639710783958435,0.9595149755477905,0.9597320556640625,0.9589840153011477,1.3425831347703934,2.4929683804512024,0.2693449268117547,0.9610718172043562,0.49111225455999374,115.46291422843933,6.0,0.15
radial_score,2,4,32,7358,20,0.9624878168106079,0.9613114595413208,0.960001528263092,0.9592888044174437,1.3178865015506744,2.581954315304756,0.24900218937546015,0.7575650326907635,0.48075437545776367,81.0784969329834,6.0,0.15
