status,run_id,seed,core_mode,activation_mode,layers,best_epoch,best_val_acc,best_val_f1,test_acc,test_f1,params,total_children,selected_k_by_layer,field_scale,boundary_margin,boundary_strength,child_axis_strength,error,extra_dims,max_children,min_children,init_time_sec,train_time_sec,total_time_sec,layer1_state_norm,layer1_move_norm,layer1_move_state_ratio,diag_mean_state_norm,diag_mean_move_norm,diag_mean_move_state_ratio
ok,airline__core_potential__act_none__L1__seed0,0,potential,none,1,99,0.951046,0.950075,0.949338,0.948465,3670,98,[49],0.08,0.3,0.5,0.5,,2,100,2,5.0,198.45,206.615,10.133433,0.307693,0.031471,10.133433,0.307693,0.031471
ok,airline__core_potential__act_none__L2__seed0,0,potential,none,2,100,0.954703,0.953834,0.952995,0.95221,7270,196,"[49, 49]",0.08,0.3,0.5,0.5,,2,100,2,12.675,275.279,288.327,10.148774,0.24855,0.025259,10.038866,0.26956,0.027928,10.09382,0.259055,0.026593
ok,airline__core_potential__act_none__L4__seed0,0,potential,none,4,81,0.955345,0.954473,0.953996,0.95318,14470,392,"[49, 49, 49, 49]",0.08,0.3,0.5,0.5,,2,100,2,24.696,376.847,401.979,10.177359,0.16019,0.016265,10.0846,0.205179,0.021095,10.000507,0.201224,0.020895,9.917543,0.207426,0.021744,10.045002,0.193505,0.02
ok,airline__core_potential__act_none__L6__seed0,0,potential,none,6,78,0.955794,0.954926,0.954458,0.953639,21958,596,"[49, 49, 49, 49, 49, 53]",0.08,0.3,0.5,0.5,,2,100,2,34.914,507.552,542.999,10.186503,0.136323,0.013841,10.105462,0.157896,0.016149,10.027341,0.143171,0.014717,9.94746,0.183392,0.019168,9.8711,0.187531,0.019812,9.798611,0.186027,0.019725,9.989413,0.165723,0.017235
ok,airline__core_potential__act_energy_drop__L1__seed0,0,potential,energy_drop,1,99,0.951046,0.950075,0.949338,0.948465,3670,98,[49],0.08,0.3,0.5,0.5,,2,100,2,6.825,223.858,231.046,10.133433,0.307693,0.031471,-1.257465,1.0,10.133433,0.307693,0.031471,-1.257465,1.0
ok,airline__core_potential__act_energy_drop__L2__seed0,0,potential,energy_drop,2,100,0.954703,0.953834,0.952995,0.95221,7270,196,"[49, 49]",0.08,0.3,0.5,0.5,,2,100,2,12.062,310.467,322.874,10.148774,0.24855,0.025259,-0.805909,1.0,10.038867,0.26956,0.027928,-0.93484,1.0,10.09382,0.259055,0.026593,-0.870375,1.0
ok,airline__core_potential__act_energy_drop__L4__seed0,0,potential,energy_drop,4,81,0.955345,0.954473,0.953996,0.95318,14470,392,"[49, 49, 49, 49]",0.08,0.3,0.5,0.5,,2,100,2,23.359,453.255,477.168,10.177357,0.160195,0.016266,-0.335798,1.0,10.084597,0.205178,0.021095,-0.541012,1.0,10.000512,0.20122,0.020895,-0.529666,1.0,9.917548,0.207428,0.021744,-0.558547,1.0,10.045003,0.193505,0.02,-0.491256,1.0
ok,airline__core_potential__act_boundary_push__L1__seed0,0,potential,boundary_push,1,99,0.950083,0.949067,0.948991,0.948109,3670,98,[49],0.08,0.3,0.5,0.5,,2,100,2,6.312,251.151,260.607,10.137424,0.340712,0.035131,0.006174,2.287569,10.137424,0.340712,0.035131,0.006174
ok,airline__core_potential__act_boundary_push__L2__seed0,0,potential,boundary_push,2,98,0.95188,0.950994,0.950608,0.949779,7558,204,"[49, 53]",0.08,0.3,0.5,0.5,,2,100,2,12.939,345.5,358.941,10.152555,0.267362,0.027512,0.007404,2.07028,10.041208,0.280877,0.029184,0.004143,2.230201,10.096881,0.274119,0.028348,0.005773
ok,airline__core_potential__act_boundary_push__L4__seed0,0,potential,boundary_push,4,99,0.953035,0.952141,0.951994,0.951148,15118,410,"[49, 53, 54, 49]",0.08,0.3,0.5,0.5,,2,100,2,25.483,530.499,556.447,10.174251,0.18974,0.019434,0.005665,2.369253,10.083026,0.200294,0.020652,0.003682,2.29158,9.996484,0.21479,0.022386,0.002235,2.412767,9.906037,0.233383,0.024608,0.001855,2.594946,10.03995,0.209552,0.02177,0.003359
ok,airline__core_potential__act_boundary_push__L6__seed0,0,potential,boundary_push,6,78,0.953869,0.952961,0.95261,0.951766,22174,602,"[49, 53, 54, 49, 47, 49]",0.08,0.3,0.5,0.5,,2,100,2,35.04,721.63,757.512,10.182717,0.156426,0.015939,0.005616,2.402148,10.104902,0.157798,0.016229,0.005091,2.402117,10.030336,0.179094,0.018658,0.003521,2.289021,9.947667,0.163702,0.016941,0.001982,2.431424,9.874603,0.171119,0.018101,0.001407,2.53488,9.798766,0.198066,0.021174,0.001078,2.673819,9.989832,0.171034,0.01784,0.003116
