status,stage,task,variant,run_id,seed,n_train,n_val,n_test,input_dim,state_dim,extra_dims,extra_ratio,K,layers,params,total_children,selected_children,epochs,best_epoch,runtime_sec,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,best_val_loss,best_val_acc,best_test_acc_at_end,generalization_gap,init_sec,train_sec,mean_move_norm,mean_sigma,min_sigma,max_sigma,mean_charge_abs,mean_alpha_entropy,mean_alpha_eff,mean_top1_entropy,mean_top1_eff,mean_local_active,mean_global_positive,mean_z_norm,field_scale,checkpoint,error
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K8_D1x_L8_S0,0,3072,2048,4096,5,5,0,0,8,8,1020,128,"[[8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8]]",33,25,3.6238391399383545,0.29425544540087384,0.935546875,0.30008071660995483,0.93408203125,0.30389031767845154,0.92822265625,0.30008071660995483,0.93408203125,0.92822265625,0.00732421875,0.08810019493103027,3.4984235763549805,3.273779444396496,0.24581961566582322,0.04853294789791107,0.6706915497779846,0.0831359475851059,0.1472855560714379,1.1810394078493118,1.9735193401575089,8.070707976818085,0.5026692934334278,0.8992187604308128,5.345323547720909,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K16_D1x_L8_S0,0,3072,2048,4096,5,5,0,0,16,8,1916,256,"[[16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16]]",24,16,2.7627065181732178,0.6608749628067017,0.6546223958333334,0.6500133275985718,0.67919921875,0.6562281250953674,0.66259765625,0.6500133275985718,0.67919921875,0.66259765625,-0.00797526041666663,0.12391328811645508,2.5953474044799805,1.4569902569055557,0.1619900669902563,0.08194882422685623,0.2938101589679718,0.07892283983528614,0.46650632470846176,1.6412704437971115,3.050865113735199,21.966763615608215,0.5081217773258686,0.9299642071127892,2.230356864631176,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K32_D1x_L8_S0,0,3072,2048,4096,5,5,0,0,32,8,3708,512,"[[32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32]]",14,6,1.717003345489502,0.6429937283198038,0.6520182291666666,0.6556843519210815,0.6328125,0.6545274257659912,0.625244140625,0.6556843519210815,0.6328125,0.625244140625,0.02677408854166663,0.1924881935119629,1.4876799583435059,1.3117970377206802,0.1445029703900218,0.08021703362464905,0.2292800098657608,0.07930806651711464,0.6218864135444164,1.91774021089077,3.771977722644806,44.079023361206055,0.5367187783122063,0.9381836131215096,2.1604795455932617,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K64_D1x_L8_S0,0,3072,2048,4096,5,5,0,0,64,8,7292,1024,"[[64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64]]",33,25,3.8714759349823,0.7153968413670858,0.5475260416666666,0.7024440765380859,0.5654296875,0.7032659649848938,0.56884765625,0.7024440765380859,0.5654296875,0.56884765625,-0.02132161458333337,0.3378176689147949,3.4949896335601807,1.7982563972473145,0.1725334720686078,0.07294926047325134,0.3898422420024872,0.08080560993403196,0.47759163565933704,1.678354948759079,4.3482189774513245,78.8493595123291,0.5166992470622063,0.9288899973034859,3.296727731823921,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K2_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,2,8,598,32,"[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]",33,25,3.657803535461426,0.05058203016718229,0.990234375,0.05957212299108505,0.98828125,0.06933335959911346,0.984130859375,0.05957212299108505,0.98828125,0.984130859375,0.006103515625,0.06543660163879395,3.555309534072876,4.101682525128126,0.22272346168756485,0.06395485252141953,0.5223749876022339,0.0940273916348815,0.7665363705418713,2.549022763967514,1.3465530425310135,4.085275888442993,0.277522798627615,0.4787190780043602,4.2302198223769665,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K4_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,4,8,982,64,"[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]",60,54,6.520614147186279,0.1495700478553772,0.9583333333333334,0.15742656588554382,0.95556640625,0.15846846997737885,0.951904296875,0.15742656588554382,0.95556640625,0.951904296875,0.00642903645833337,0.07474160194396973,6.398634672164917,2.5197905264794827,0.2338746665045619,0.05971725285053253,0.5694125294685364,0.08936459105461836,0.5006102485349402,1.8381758779287338,1.5350086838006973,5.057209342718124,0.24507650919258595,0.4679117910563946,3.1973317936062813,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K8_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,8,8,1750,128,"[[8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8]]",17,9,1.947319507598877,0.4970165292421977,0.7796223958333334,0.5023729801177979,0.77734375,0.5012650191783905,0.7705078125,0.5023729801177979,0.77734375,0.7705078125,0.00911458333333337,0.0865027904510498,1.8224778175354004,2.9815888553857803,0.24510868452489376,0.04839550331234932,0.6184254884719849,0.0813667019829154,0.17537584237288684,1.2158275693655014,1.9912514686584473,8.081837058067322,0.2771565895527601,0.4569091834127903,5.813337408006191,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K16_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,16,8,3286,256,"[[16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16]]",20,12,2.281694173812866,0.670953631401062,0.6080729166666666,0.6700111031532288,0.61083984375,0.672607421875,0.607421875,0.6700111031532288,0.61083984375,0.607421875,0.0006510416666666297,0.12876367568969727,2.113722801208496,1.4611563384532928,0.1639196928590536,0.0829843059182167,0.2888464033603668,0.07847032882273197,0.46669615898281336,1.6710166335105896,3.0951451659202576,22.88055980205536,0.2612467613071203,0.4674235135316849,2.25868459045887,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K32_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,32,8,6358,512,"[[32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32], [32, 32]]",23,15,2.747710943222046,0.6646369695663452,0.603515625,0.6674317121505737,0.60791015625,0.6614558100700378,0.616943359375,0.6674317121505737,0.60791015625,0.616943359375,-0.013427734375,0.1948716640472412,2.515178918838501,1.357226125895977,0.14480166230350733,0.07515905052423477,0.2392064481973648,0.08128125686198473,0.6318240985274315,1.9393325597047806,3.729702591896057,42.64675259590149,0.2606119941920042,0.47136231139302254,2.190180979669094,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K64_D2x_L8_S0,0,3072,2048,4096,5,10,5,1,64,8,12502,1024,"[[64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64], [64, 64]]",16,8,2.055539846420288,0.6909229159355164,0.5524088541666666,0.6935070753097534,0.5693359375,0.6955307722091675,0.54443359375,0.6935070753097534,0.5693359375,0.54443359375,0.00797526041666663,0.3332695960998535,1.6796810626983643,1.7204788476228714,0.1667978223413229,0.07618120312690735,0.3300759196281433,0.08004432264715433,0.5371358562260866,1.8014531880617142,4.166151225566864,67.45780086517334,0.2603108864277601,0.4705566540360451,3.0154575556516647,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K2_D4x_L8_S0,0,3072,2048,4096,5,20,15,3,2,8,1098,32,"[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]",39,31,4.299289226531982,0.026579296837250393,0.9951171875,0.033182479441165924,0.994140625,0.034401632845401764,0.993408203125,0.033182479441165924,0.994140625,0.993408203125,0.001708984375,0.06588864326477051,4.194713592529297,4.709194947034121,0.22449258714914322,0.06258998811244965,0.5431382656097412,0.09632369596511126,0.8256304271053523,2.652074173092842,1.3012070506811142,4.02462911605835,0.14760742988437414,0.23615722730755806,4.978939518332481,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K4_D4x_L8_S0,0,3072,2048,4096,5,20,15,3,4,8,1802,64,"[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]",32,24,3.4540748596191406,0.18713744481404623,0.9495442708333334,0.21309055387973785,0.94091796875,0.2007073014974594,0.945068359375,0.21309055387973785,0.94091796875,0.945068359375,0.00447591145833337,0.07295536994934082,3.3380930423736572,2.5576281696558,0.23543551471084356,0.06515886634588242,0.5838115811347961,0.08079080656170845,0.4831264716340229,1.825854703783989,1.3318093195557594,4.5275017619133,0.11866455618292093,0.23197021894156933,3.6875701546669006,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K8_D4x_L8_S0,0,3072,2048,4096,5,20,15,3,8,8,3210,128,"[[8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8], [8, 8]]",28,20,3.1849117279052734,0.4434307912985484,0.833984375,0.43917810916900635,0.8466796875,0.45394597947597504,0.825927734375,0.43917810916900635,0.8466796875,0.825927734375,0.008056640625,0.09048986434936523,3.0562491416931152,3.047168653458357,0.24494170024991035,0.04750911518931389,0.6645558476448059,0.07958307955414057,0.17678907420486212,1.2226168364286423,2.0133095532655716,8.363870084285736,0.1319173239171505,0.2269205767661333,5.521260648965836,0.08,,
ok,core_short,madelon_lite,fixedK_lattice,core_madelon_lite_K16_D4x_L8_S0,0,3072,2048,4096,5,20,15,3,16,8,6026,256,"[[16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16], [16, 16]]",22,14,2.4878127574920654,0.6500969529151917,0.6842447916666666,0.6523436903953552,0.6767578125,0.6490936875343323,0.68701171875,0.6523436903953552,0.6767578125,0.68701171875,-0.0027669270833333703,0.12717580795288086,2.3224692344665527,1.6644068360328674,0.16940770763903856,0.07858890295028687,0.31171372532844543,0.08173256553709507,0.4387646811082959,1.6042370945215225,3.0135237872600555,21.930652797222137,0.13132325187325478,0.23474528454244137,2.4238275438547134,0.08,,
