status,run_id,kind,seed,k_combo,k1,k2,k3,layers,extra_dims,max_children,input_dim,state_dim,num_classes,params,epochs,lr,batch_size,init_samples,kmeans_iters,best_epoch,best_val_acc,best_val_f1,final_val_acc,final_val_f1,test_acc,test_f1,init_time_sec,train_time_sec,total_time_sec,selected_children,total_children,error,train_fisher_l0,train_fisher_l1,train_fisher_l2,train_fisher_l3,val_fisher_l0,val_fisher_l1,val_fisher_l2,val_fisher_l3,test_fisher_l0,test_fisher_l1,test_fisher_l2,test_fisher_l3,head_val_acc_l0,head_val_acc_l1,head_val_acc_l2,head_val_acc_l3,head_val_f1_l0,head_val_f1_l1,head_val_f1_l2,head_val_f1_l3,head_test_acc_l0,head_test_acc_l1,head_test_acc_l2,head_test_acc_l3,head_test_f1_l0,head_test_f1_l1,head_test_f1_l2,head_test_f1_l3,layer1_children,layer2_children,layer3_children,layer1_sigma_mean,layer2_sigma_mean,layer3_sigma_mean,layer1_charge_abs_mean,layer2_charge_abs_mean,layer3_charge_abs_mean,layer1_parent_norm,layer2_parent_norm,layer3_parent_norm,layer1_child_offset_norm,layer2_child_offset_norm,layer3_child_offset_norm,layer1_val_move_norm,layer2_val_move_norm,layer3_val_move_norm,layer1_val_gate_mean,layer2_val_gate_mean,layer3_val_gate_mean,layer1_val_gate_active,layer2_val_gate_active,layer3_val_gate_active,layer1_val_alpha_entropy,layer2_val_alpha_entropy,layer3_val_alpha_entropy,layer1_val_alpha_eff,layer2_val_alpha_eff,layer3_val_alpha_eff
ok,airline__fixed_k_2-4-7__seed0,fixed,0,2-4-7,2,4,7,3,2,8,32,34,2,1248,100,0.001,512,8192,8,99,0.951431,0.950455,0.950019,0.949025,0.950685,0.949781,0.078,434.639,435.738,"[[2, 2], [4, 4], [7, 7]]",26,,637.263916,669.814575,693.752014,725.80603,1237.085571,1297.25415,1342.030518,1401.422363,2096.01709,2195.372803,2269.113525,2362.776367,0.711728,0.87014,0.888682,0.951431,0.710427,0.864617,0.886553,0.950455,0.701802,0.865915,0.883739,0.950685,0.699547,0.860749,0.881602,0.949781,2,4,7,2.788277,2.716263,2.760187,0.607753,0.492377,1.136031,7.124799,7.504597,6.92962,10.186398,18.950981,17.689442,0.485079,0.314846,0.530829,0.17526,0.06894,0.129598,0.255823,0.164282,0.19611,1.167648,1.153566,1.554953,3.214478,3.169763,4.735449
ok,airline__fixed_k_2-4-8__seed0,fixed,0,2-4-8,2,4,8,3,2,8,32,34,2,1322,100,0.001,512,8192,8,99,0.955024,0.954078,0.953548,0.952612,0.952841,0.951941,0.3,240.169,248.808,"[[2, 2], [4, 4], [8, 8]]",28,,637.263916,660.128174,697.297241,743.463074,1237.085449,1277.408936,1345.35791,1434.734985,2096.01709,2161.724854,2281.938721,2425.722412,0.800847,0.769793,0.880213,0.955024,0.797222,0.769107,0.877201,0.954078,0.793386,0.75897,0.880274,0.952841,0.790065,0.758489,0.877653,0.951941,2,4,8,2.773475,2.872205,2.578494,0.659136,0.751782,1.125774,7.002667,7.404402,7.109755,6.586542,17.387459,16.535034,0.412266,0.432496,0.490991,0.126824,0.166824,0.10915,0.319165,0.197164,0.176424,0.774058,1.389268,1.459717,2.168784,4.012013,4.305166
ok,airline__fixed_k_2-5-2__seed0,fixed,0,2-5-2,2,5,2,3,2,8,32,34,2,952,100,0.001,512,8192,8,99,0.949698,0.948647,0.948672,0.94757,0.948606,0.947647,0.041,244.986,245.63,"[[2, 2], [5, 5], [2, 2]]",18,,637.263916,668.488403,709.91449,753.009521,1237.085449,1294.026367,1367.963257,1447.312988,2096.01709,2188.75,2311.876953,2451.153809,0.534262,0.553574,0.880213,0.949698,0.484715,0.513407,0.879077,0.948647,0.524908,0.546966,0.872767,0.948606,0.468877,0.50305,0.87177,0.947647,2,5,2,2.820791,2.610048,2.716801,0.635903,1.17487,0.675331,7.133989,7.421459,6.993281,6.504209,17.627241,6.660289,0.355833,0.764524,0.51937,0.116752,0.205042,0.105574,0.288448,0.189657,0.341589,0.956936,1.274945,0.750547,2.603881,3.578692,2.118293
ok,airline__fixed_k_2-5-3__seed0,fixed,0,2-5-3,2,5,3,3,2,8,32,34,2,1026,100,0.001,512,8192,8,99,0.949763,0.948721,0.949185,0.948166,0.9503,0.949355,0.045,240.134,240.745,"[[2, 2], [5, 5], [3, 3]]",20,,637.263916,648.26709,699.300354,722.757507,1237.085449,1257.514404,1351.395386,1398.136719,2096.01709,2127.634766,2288.024902,2363.59082,0.689465,0.672142,0.916207,0.949763,0.688852,0.665202,0.914793,0.948721,0.67801,0.658993,0.917886,0.9503,0.676249,0.649513,0.916672,0.949355,2,5,3,2.830332,2.730836,2.759309,0.5256,1.025204,0.766463,6.651745,7.726332,7.884055,6.514416,17.842813,14.310829,0.304733,0.595764,0.36666,0.105948,0.160898,0.13835,0.273162,0.163313,0.301157,1.000614,1.344061,1.127566,2.720156,3.83477,3.088406
ok,airline__fixed_k_2-5-4__seed0,fixed,0,2-5-4,2,5,4,3,2,8,32,34,2,1100,100,0.001,512,8192,8,99,0.952008,0.951022,0.951046,0.950075,0.949415,0.948481,0.044,243.256,243.914,"[[2, 2], [5, 5], [4, 4]]",22,,637.263916,660.140686,689.636414,722.317139,1237.085449,1278.962036,1333.361694,1394.467651,2096.01709,2164.464844,2259.94458,2360.562256,0.778198,0.807263,0.898499,0.952008,0.774631,0.805849,0.896183,0.951022,0.776409,0.801663,0.895018,0.949415,0.773157,0.80048,0.89295,0.948481,2,5,4,2.857898,2.800668,2.706303,0.757689,0.872475,0.908592,7.1714,7.640245,7.17193,6.661518,17.331038,18.531813,0.335197,0.33755,0.429428,0.107054,0.136034,0.058629,0.282337,0.160843,0.124495,1.058843,1.321512,1.196738,2.88315,3.749382,3.309518
ok,airline__fixed_k_2-5-5__seed0,fixed,0,2-5-5,2,5,5,3,2,8,32,34,2,1174,100,0.001,512,8192,8,99,0.950019,0.948979,0.947453,0.946425,0.947798,0.946841,0.054,242.239,242.917,"[[2, 2], [5, 5], [5, 5]]",24,,637.263916,653.031982,685.787598,731.282715,1237.085449,1265.857056,1327.716553,1412.682007,2096.01709,2143.183594,2250.766113,2400.23291,0.706532,0.709483,0.866675,0.950019,0.705541,0.705617,0.864215,0.948979,0.700493,0.702687,0.86707,0.947798,0.698986,0.697932,0.865138,0.946841,2,5,5,2.84661,2.801722,2.616707,0.585319,0.908602,0.813149,7.211761,7.369452,7.794151,6.647471,17.672699,17.757328,0.290547,0.480236,0.50349,0.098641,0.063943,0.112248,0.259335,0.109509,0.169742,1.084884,1.295487,1.212239,2.959198,3.653147,3.361233
ok,airline__fixed_k_2-5-6__seed0,fixed,0,2-5-6,2,5,6,3,2,8,32,34,2,1248,100,0.001,512,8192,8,99,0.95496,0.954015,0.95419,0.953241,0.952033,0.951117,0.058,242.82,243.551,"[[2, 2], [5, 5], [6, 6]]",26,,637.263916,664.054871,692.6698,733.922424,1237.085449,1284.181152,1336.998413,1416.750122,2096.01709,2175.318359,2270.450195,2400.016602,0.799307,0.762736,0.883934,0.95496,0.79642,0.762307,0.882339,0.954015,0.789075,0.753003,0.885856,0.952033,0.786521,0.752691,0.884472,0.951117,2,5,6,2.77188,2.735889,2.619603,0.696288,0.714501,0.935394,7.020498,7.797206,7.103599,6.62246,17.690266,15.365611,0.425898,0.332498,0.485431,0.121192,0.122854,0.120862,0.29557,0.147158,0.202735,0.735024,1.400757,1.42284,2.085766,4.05859,4.149094
ok,airline__fixed_k_2-5-7__seed0,fixed,0,2-5-7,2,5,7,3,2,8,32,34,2,1322,100,0.001,512,8192,8,93,0.95451,0.953536,0.953548,0.952597,0.952071,0.951156,0.044,242.072,242.796,"[[2, 2], [5, 5], [7, 7]]",28,,637.263916,662.207825,693.907776,741.142761,1237.085449,1281.203857,1339.667358,1430.814697,2096.01709,2168.579346,2273.053223,2422.264648,0.786347,0.759656,0.885859,0.95451,0.783562,0.759002,0.883432,0.953536,0.776909,0.749423,0.887666,0.952071,0.774515,0.748976,0.885667,0.951156,2,5,7,2.806561,2.749168,2.569055,0.640479,0.712438,0.901855,7.185959,7.72665,7.193409,6.596504,17.664396,17.183342,0.437308,0.368132,0.467391,0.135321,0.127964,0.102158,0.340835,0.1447,0.171051,0.834255,1.395908,1.438407,2.303332,4.038935,4.214177
ok,airline__fixed_k_2-5-8__seed0,fixed,0,2-5-8,2,5,8,3,2,8,32,34,2,1396,100,0.001,512,8192,8,99,0.955345,0.954391,0.953805,0.952876,0.952533,0.951611,0.05,241.014,241.704,"[[2, 2], [5, 5], [8, 8]]",30,,637.263916,660.813171,690.999939,739.49292,1237.085449,1278.293823,1333.321167,1426.766479,2096.01709,2165.898193,2266.429443,2418.02417,0.813422,0.78115,0.887656,0.955345,0.811485,0.780978,0.886041,0.954391,0.809132,0.774484,0.890091,0.952533,0.807401,0.774353,0.888699,0.951611,2,5,8,2.746546,2.7738,2.600365,0.742213,0.714859,1.06883,6.972777,7.642782,6.897705,6.583109,17.499792,16.726658,0.392069,0.346046,0.548113,0.114673,0.124035,0.113777,0.284999,0.151148,0.184456,0.690195,1.403607,1.508907,1.994291,4.070119,4.522075
ok,airline__fixed_k_2-6-2__seed0,fixed,0,2-6-2,2,6,2,3,2,8,32,34,2,1026,100,0.001,512,8192,8,96,0.950212,0.949076,0.948544,0.947499,0.948298,0.947218,0.044,243.501,244.145,"[[2, 2], [6, 6], [2, 2]]",20,,637.263916,670.974548,689.097229,717.791443,1237.085449,1301.300659,1335.78833,1389.500244,2096.01709,2203.414062,2258.679688,2343.306152,0.628705,0.867317,0.912871,0.950212,0.620285,0.863398,0.911579,0.949076,0.622613,0.859948,0.912304,0.948298,0.612616,0.856062,0.911137,0.947218,2,6,2,2.864667,2.689009,2.744535,0.590045,1.188206,0.706231,7.647109,6.917372,7.209859,6.544768,15.642226,6.775883,0.590255,0.471534,0.292898,0.310593,0.112791,0.059281,0.292923,0.188144,0.234136,0.999074,1.486418,0.701089,2.715859,4.42185,2.016209
ok,airline__fixed_k_2-6-3__seed0,fixed,0,2-6-3,2,6,3,3,2,8,32,34,2,1100,100,0.001,512,8192,8,96,0.952522,0.951474,0.951816,0.950826,0.94953,0.948501,0.061,241.735,242.446,"[[2, 2], [6, 6], [3, 3]]",22,,637.263916,666.030029,685.4599,724.238831,1237.085449,1291.143799,1328.703979,1400.2052,2096.01709,2184.742676,2245.753418,2355.525879,0.637174,0.87245,0.898691,0.952522,0.625612,0.86942,0.897405,0.951474,0.622382,0.864298,0.899215,0.94953,0.606548,0.861351,0.898188,0.948501,2,6,3,2.885036,2.721271,2.715632,0.634138,1.116573,0.55384,7.40587,6.636374,7.51097,6.670502,15.855482,14.207061,0.532106,0.452374,0.501002,0.203475,0.1133,0.141811,0.276097,0.200458,0.300815,1.138842,1.483862,0.829012,3.123215,4.410643,2.291362
ok,airline__fixed_k_2-6-4__seed0,fixed,0,2-6-4,2,6,4,3,2,8,32,34,2,1174,100,0.001,512,8192,8,96,0.953035,0.952042,0.952457,0.951492,0.950223,0.949257,0.047,240.47,241.19,"[[2, 2], [6, 6], [4, 4]]",24,,637.263916,648.233887,675.700439,752.018616,1237.085449,1255.663452,1309.880737,1450.841797,2096.01709,2126.552979,2215.071777,2450.006592,0.7338,0.710509,0.761324,0.953035,0.733647,0.709284,0.759824,0.952042,0.723476,0.702187,0.7587,0.950223,0.722967,0.700418,0.756682,0.949257,2,6,4,2.772649,2.745456,2.71708,0.495459,0.97552,0.979453,6.868028,6.798024,7.490747,6.551244,15.567003,18.119448,0.339939,0.372295,0.698102,0.150004,0.105291,0.227778,0.344748,0.194929,0.223678,0.83368,1.381148,1.266888,2.301939,3.979948,3.549876
ok,airline__fixed_k_2-6-5__seed0,fixed,0,2-6-5,2,6,5,3,2,8,32,34,2,1248,100,0.001,512,8192,8,99,0.953612,0.952629,0.952714,0.951777,0.951802,0.950874,0.051,241.484,242.136,"[[2, 2], [6, 6], [5, 5]]",26,,637.263916,670.679504,697.257751,740.881531,1237.085449,1297.940308,1350.418701,1430.568604,2096.01709,2197.708252,2280.980469,2419.485107,0.819004,0.820672,0.889195,0.953612,0.818053,0.820186,0.888518,0.952629,0.808901,0.816253,0.890668,0.951802,0.808136,0.815765,0.890058,0.950874,2,6,5,2.746732,2.685624,2.704773,0.598372,0.853514,0.745398,6.97017,6.954378,7.275577,6.569284,15.52092,17.583408,0.508597,0.4515,0.439483,0.15737,0.108505,0.145133,0.350314,0.182798,0.159335,0.722351,1.493793,1.384521,2.059487,4.454198,3.993127
ok,airline__fixed_k_2-6-6__seed0,fixed,0,2-6-6,2,6,6,3,2,8,32,34,2,1322,100,0.001,512,8192,8,99,0.954254,0.953302,0.95342,0.952425,0.953611,0.952712,0.048,270.048,270.908,"[[2, 2], [6, 6], [6, 6]]",28,,637.263916,691.455078,722.115906,735.505066,1237.085449,1339.343994,1398.113892,1422.522949,2096.01709,2265.466553,2362.269287,2402.297363,0.787309,0.877454,0.902027,0.954254,0.787225,0.874349,0.89788,0.953302,0.768556,0.868609,0.895634,0.953611,0.768553,0.865594,0.89158,0.952712,2,6,6,2.66238,2.651357,2.599046,0.845581,0.887914,0.952783,6.912011,6.767055,7.155583,6.615685,15.615389,15.331129,0.638345,0.450458,0.451999,0.14526,0.122879,0.09138,0.335814,0.204981,0.19078,0.606754,1.40994,1.391664,1.834551,4.096206,4.021948
