status,run_id,dataset,model,mode,seed,layers,fixed_k,selected_k,max_children,extra_dims,input_dim,state_dim,num_classes,epochs,lr,batch_size,init_samples,kmeans_iters,params,best_epoch,best_val_acc,best_val_f1,final_val_acc,final_val_f1,test_acc,test_f1,train_time_sec,selected_children,total_children,train_fisher_before,train_fisher_after,val_fisher_before,val_fisher_after,test_fisher_before,test_fisher_after,diag_sigma_mean,diag_sigma_min,diag_sigma_max,diag_charge_abs_mean,diag_parent_norm,diag_child_offset_norm,diag_anchor_alpha_entropy,diag_anchor_alpha_eff,diag_parent_top_rate,diag_child_top_rate,diag_gate_mean,diag_gate_active,diag_move_norm
ok,checkerboard3d_g4__L1_extra3__fixed_k53__seed0,checkerboard3d_g4,AAT-L1-extra3-K53,fixed,0,1,53,53,53,3,3,6,2,300,0.002,256,4096,8,984,206,0.957031,0.957023,0.950684,0.950666,0.95166,0.951595,33.283,"[[53, 53]]",106,0.619791,1858.911743,2.350612,809.899109,0.442495,818.76001,0.101432,0.092508,0.118764,1.166127,0.749516,0.822366,0.407021,1.502336,0.0,1.0,0.700626,0.20628,0.613685
ok,checkerboard3d_g4__L1_extra3__fixed_k54__seed0,checkerboard3d_g4,AAT-L1-extra3-K54,fixed,0,1,54,54,54,3,3,6,2,300,0.002,256,4096,8,1002,284,0.960449,0.960438,0.952148,0.952132,0.953125,0.953092,33.384,"[[54, 54]]",108,0.619791,1721.070923,2.350612,753.711304,0.442495,765.852905,0.099855,0.091825,0.111755,1.232159,0.66334,0.840695,0.377759,1.459012,0.0,1.0,0.633513,0.193572,0.617783
ok,checkerboard3d_g4__L1_extra3__fixed_k55__seed0,checkerboard3d_g4,AAT-L1-extra3-K55,fixed,0,1,55,55,55,3,3,6,2,300,0.002,256,4096,8,1020,278,0.958984,0.958969,0.956055,0.956028,0.954102,0.954084,33.092,"[[55, 55]]",110,0.619791,1767.792969,2.350612,775.630432,0.442495,790.131653,0.100544,0.092439,0.110249,1.191779,0.704941,0.850915,0.384734,1.469223,0.0,1.0,0.656859,0.196644,0.617106
ok,checkerboard3d_g4__L1_extra3__fixed_k56__seed0,checkerboard3d_g4,AAT-L1-extra3-K56,fixed,0,1,56,56,56,3,3,6,2,300,0.002,256,4096,8,1038,230,0.959961,0.959919,0.955566,0.955566,0.94873,0.948724,33.745,"[[56, 56]]",112,0.619791,1876.119995,2.350612,819.031799,0.442495,814.578308,0.099667,0.09104,0.111466,1.189266,0.715067,0.834765,0.390653,1.477946,0.0,1.0,0.648267,0.193669,0.623966
ok,checkerboard3d_g4__L1_extra3__fixed_k57__seed0,checkerboard3d_g4,AAT-L1-extra3-K57,fixed,0,1,57,57,57,3,3,6,2,300,0.002,256,4096,8,1056,284,0.959473,0.959465,0.953613,0.953604,0.953125,0.953092,33.496,"[[57, 57]]",114,0.619791,1790.744019,2.350612,779.452759,0.442495,786.546265,0.099833,0.09124,0.112171,1.176494,0.701686,0.86015,0.376645,1.457386,0.0,1.0,0.620237,0.188729,0.621422
ok,checkerboard3d_g4__L1_extra3__fixed_k58__seed0,checkerboard3d_g4,AAT-L1-extra3-K58,fixed,0,1,58,58,58,3,3,6,2,300,0.002,256,4096,8,1074,276,0.959473,0.959449,0.947754,0.947735,0.954102,0.95407,33.454,"[[58, 58]]",116,0.619791,1777.579346,2.350612,776.55835,0.442495,793.296936,0.098758,0.088653,0.112051,1.160945,0.709876,0.860538,0.376822,1.457645,0.0,1.0,0.628904,0.189453,0.61873
ok,checkerboard3d_g4__L1_extra3__fixed_k59__seed0,checkerboard3d_g4,AAT-L1-extra3-K59,fixed,0,1,59,59,59,3,3,6,2,300,0.002,256,4096,8,1092,294,0.963379,0.963354,0.941406,0.941325,0.95166,0.951653,33.251,"[[59, 59]]",118,0.619791,1738.589722,2.350612,770.526123,0.442495,771.096252,0.097465,0.089245,0.110014,1.152167,0.672794,0.843061,0.367402,1.443979,0.0,1.0,0.606802,0.185973,0.61929
ok,checkerboard3d_g4__L1_extra3__fixed_k60__seed0,checkerboard3d_g4,AAT-L1-extra3-K60,fixed,0,1,60,60,60,3,3,6,2,300,0.002,256,4096,8,1110,287,0.958496,0.958474,0.953125,0.953117,0.949219,0.949183,32.884,"[[60, 60]]",120,0.619791,1658.670654,2.350612,721.533447,0.442495,732.21283,0.097606,0.089726,0.145607,1.135873,0.684998,0.855786,0.371168,1.449427,0.0,1.0,0.600493,0.182052,0.603726
ok,checkerboard3d_g4__L1_extra3__fixed_k61__seed0,checkerboard3d_g4,AAT-L1-extra3-K61,fixed,0,1,61,61,61,3,3,6,2,300,0.002,256,4096,8,1128,298,0.950195,0.95019,0.949707,0.949656,0.937012,0.936966,32.609,"[[61, 61]]",122,0.619791,1431.02002,2.350612,623.665222,0.442495,633.995361,0.096006,0.087539,0.157722,1.080956,0.67022,0.862111,0.357699,1.430036,0.015137,0.984863,0.502979,0.159456,0.576175
ok,checkerboard3d_g4__L1_extra3__fixed_k62__seed0,checkerboard3d_g4,AAT-L1-extra3-K62,fixed,0,1,62,62,62,3,3,6,2,300,0.002,256,4096,8,1146,281,0.955078,0.955064,0.952637,0.952636,0.946777,0.946733,32.74,"[[62, 62]]",124,0.619791,1582.432495,2.350612,694.752258,0.442495,697.614502,0.09621,0.087465,0.148454,1.067815,0.697673,0.874874,0.360532,1.434092,0.015137,0.984863,0.532712,0.16346,0.593872
ok,checkerboard3d_g4__L1_extra3__fixed_k63__seed0,checkerboard3d_g4,AAT-L1-extra3-K63,fixed,0,1,63,63,63,3,3,6,2,300,0.002,256,4096,8,1164,288,0.95459,0.954552,0.94873,0.94873,0.937988,0.937979,32.511,"[[63, 63]]",126,0.619791,1592.359741,2.350612,686.677612,0.442495,695.874207,0.095268,0.086863,0.149759,1.101772,0.669143,0.849344,0.358337,1.430948,0.006836,0.993164,0.539652,0.165806,0.595096
ok,checkerboard3d_g4__L1_extra3__fixed_k64__seed0,checkerboard3d_g4,AAT-L1-extra3-K64,fixed,0,1,64,64,64,3,3,6,2,300,0.002,256,4096,8,1182,285,0.959961,0.959931,0.956055,0.956046,0.947266,0.947261,32.985,"[[64, 64]]",128,0.619791,1769.529419,2.350612,780.634338,0.442495,779.560059,0.09495,0.088093,0.105799,1.057711,0.676358,0.859409,0.354347,1.42525,0.0,1.0,0.574131,0.172646,0.62067
ok,checkerboard3d_g4__L1_extra3__fixed_k65__seed0,checkerboard3d_g4,AAT-L1-extra3-K65,fixed,0,1,65,65,65,3,3,6,2,300,0.002,256,4096,8,1200,280,0.959473,0.959459,0.952637,0.952576,0.94873,0.948688,32.34,"[[65, 65]]",130,0.619791,1634.148804,2.350612,717.055298,0.442495,723.481079,0.094788,0.086254,0.148794,1.028219,0.687772,0.867419,0.355698,1.427177,0.012207,0.987793,0.536617,0.16413,0.602186
ok,checkerboard3d_g4__L1_extra3__fixed_k66__seed0,checkerboard3d_g4,AAT-L1-extra3-K66,fixed,0,1,66,66,66,3,3,6,2,300,0.002,256,4096,8,1218,270,0.961426,0.96141,0.949707,0.9497,0.954102,0.954087,32.402,"[[66, 66]]",132,0.619791,1791.97937,2.350612,786.225952,0.442495,792.333923,0.094002,0.086679,0.106255,1.01341,0.692915,0.867519,0.353955,1.424692,0.0,1.0,0.57473,0.170447,0.618247
ok,checkerboard3d_g4__L1_extra3__fixed_k67__seed0,checkerboard3d_g4,AAT-L1-extra3-K67,fixed,0,1,67,67,67,3,3,6,2,300,0.002,256,4096,8,1236,260,0.959473,0.959437,0.954102,0.954067,0.947266,0.947246,32.306,"[[67, 67]]",134,0.619791,1880.362427,2.350612,823.046753,0.442495,820.66333,0.093748,0.085243,0.112213,1.021341,0.707868,0.850336,0.349149,1.41786,0.0,1.0,0.612221,0.177122,0.626143
ok,checkerboard3d_g4__L1_extra3__fixed_k68__seed0,checkerboard3d_g4,AAT-L1-extra3-K68,fixed,0,1,68,68,68,3,3,6,2,300,0.002,256,4096,8,1254,279,0.956543,0.956526,0.951172,0.951127,0.943848,0.943821,32.453,"[[68, 68]]",136,0.619791,1741.825317,2.350612,751.910767,0.442495,756.481079,0.092458,0.08371,0.142183,1.010304,0.679503,0.856274,0.340165,1.405179,0.006348,0.993652,0.564783,0.16589,0.611173
ok,checkerboard3d_g4__L1_extra3__fixed_k69__seed0,checkerboard3d_g4,AAT-L1-extra3-K69,fixed,0,1,69,69,69,3,3,6,2,300,0.002,256,4096,8,1272,263,0.963867,0.963853,0.95459,0.954579,0.94873,0.94871,32.541,"[[69, 69]]",138,0.619791,1817.968994,2.350612,800.5849,0.442495,799.171875,0.092006,0.080231,0.102773,0.985665,0.686935,0.864537,0.346285,1.413805,0.0,1.0,0.571672,0.166348,0.620749
ok,checkerboard3d_g4__L1_extra3__fixed_k70__seed0,checkerboard3d_g4,AAT-L1-extra3-K70,fixed,0,1,70,70,70,3,3,6,2,300,0.002,256,4096,8,1290,276,0.959961,0.959946,0.95166,0.951655,0.944824,0.944778,32.661,"[[70, 70]]",140,0.619791,1752.785645,2.350612,765.826721,0.442495,765.718262,0.091394,0.083173,0.108187,0.980366,0.669751,0.860925,0.333665,1.396075,0.0,1.0,0.55672,0.163979,0.615427
ok,checkerboard3d_g4__L1_extra3__fixed_k71__seed0,checkerboard3d_g4,AAT-L1-extra3-K71,fixed,0,1,71,71,71,3,3,6,2,300,0.002,256,4096,8,1308,261,0.960938,0.960933,0.94873,0.948696,0.953613,0.953584,32.611,"[[71, 71]]",142,0.619791,1821.9646,2.350612,797.838074,0.442495,804.960815,0.091197,0.083629,0.101613,0.954259,0.683703,0.867109,0.33774,1.401776,0.0,1.0,0.574512,0.166088,0.622096
ok,checkerboard3d_g4__L1_extra3__fixed_k72__seed0,checkerboard3d_g4,AAT-L1-extra3-K72,fixed,0,1,72,72,72,3,3,6,2,300,0.002,256,4096,8,1326,274,0.958984,0.958973,0.951172,0.951115,0.942871,0.942833,33.131,"[[72, 72]]",144,0.619791,1776.603394,2.350612,782.671936,0.442495,785.153625,0.091493,0.084381,0.101232,0.949839,0.67798,0.870591,0.333481,1.395819,0.0,1.0,0.536516,0.158956,0.619069
ok,checkerboard3d_g4__L1_extra3__fixed_k73__seed0,checkerboard3d_g4,AAT-L1-extra3-K73,fixed,0,1,73,73,73,3,3,6,2,300,0.002,256,4096,8,1344,299,0.959473,0.959441,0.956543,0.956522,0.956055,0.956049,32.829,"[[73, 73]]",146,0.619791,1796.874268,2.350612,791.058777,0.442495,797.756714,0.090944,0.082316,0.100891,0.976212,0.669231,0.874255,0.32721,1.387093,0.0,1.0,0.53805,0.159026,0.629124
ok,checkerboard3d_g4__L1_extra3__fixed_k74__seed0,checkerboard3d_g4,AAT-L1-extra3-K74,fixed,0,1,74,74,74,3,3,6,2,300,0.002,256,4096,8,1362,277,0.959473,0.959463,0.95752,0.957517,0.954102,0.95407,32.772,"[[74, 74]]",148,0.619791,1794.8573,2.350612,786.94873,0.442495,793.871338,0.089999,0.082689,0.107441,0.960998,0.664442,0.856593,0.329961,1.390914,0.0,1.0,0.54891,0.160536,0.619639
ok,checkerboard3d_g4__L1_extra3__fixed_k75__seed0,checkerboard3d_g4,AAT-L1-extra3-K75,fixed,0,1,75,75,75,3,3,6,2,300,0.002,256,4096,8,1380,274,0.961426,0.961404,0.953125,0.953116,0.949707,0.949685,32.632,"[[75, 75]]",150,0.619791,1827.955078,2.350612,798.902405,0.442495,805.748779,0.089957,0.082584,0.110253,0.94344,0.673099,0.867421,0.327359,1.387299,0.0,1.0,0.538904,0.157731,0.623996
ok,checkerboard3d_g4__L1_extra3__fixed_k76__seed0,checkerboard3d_g4,AAT-L1-extra3-K76,fixed,0,1,76,76,76,3,3,6,2,300,0.002,256,4096,8,1398,276,0.959961,0.959954,0.952148,0.952142,0.950195,0.95014,32.547,"[[76, 76]]",152,0.619791,1765.968384,2.350612,779.484314,0.442495,779.057312,0.089255,0.082423,0.099421,0.929097,0.66143,0.865507,0.322011,1.3799,0.0,1.0,0.537546,0.156719,0.62064
ok,checkerboard3d_g4__L1_extra3__fixed_k77__seed0,checkerboard3d_g4,AAT-L1-extra3-K77,fixed,0,1,77,77,77,3,3,6,2,300,0.002,256,4096,8,1416,275,0.960938,0.960937,0.953125,0.953057,0.950195,0.950137,32.628,"[[77, 77]]",154,0.619791,1871.258301,2.350612,829.60907,0.442495,820.333069,0.089283,0.07975,0.113722,0.916293,0.681832,0.874861,0.317047,1.373068,0.0,1.0,0.544221,0.157658,0.633383
ok,checkerboard3d_g4__L1_extra3__fixed_k78__seed0,checkerboard3d_g4,AAT-L1-extra3-K78,fixed,0,1,78,78,78,3,3,6,2,300,0.002,256,4096,8,1434,274,0.959961,0.959929,0.956055,0.956024,0.944824,0.9448,32.619,"[[78, 78]]",156,0.619791,1738.017456,2.350612,762.800476,0.442495,759.156067,0.087918,0.079692,0.097877,0.90424,0.66117,0.872892,0.321002,1.378508,0.0,1.0,0.528358,0.153768,0.616788
ok,checkerboard3d_g4__L1_extra3__fixed_k79__seed0,checkerboard3d_g4,AAT-L1-extra3-K79,fixed,0,1,79,79,79,3,3,6,2,300,0.002,256,4096,8,1452,250,0.958984,0.958958,0.95459,0.954557,0.945312,0.945299,32.707,"[[79, 79]]",158,0.619791,1817.356934,2.350612,798.249573,0.442495,802.214905,0.087674,0.079886,0.101582,0.879498,0.67166,0.851195,0.323516,1.381978,0.0,1.0,0.55364,0.158559,0.619466
ok,checkerboard3d_g4__L1_extra3__fixed_k80__seed0,checkerboard3d_g4,AAT-L1-extra3-K80,fixed,0,1,80,80,80,3,3,6,2,300,0.002,256,4096,8,1470,293,0.963379,0.963378,0.953125,0.953105,0.950195,0.950107,32.632,"[[80, 80]]",160,0.619791,1732.406616,2.350612,759.949463,0.442495,768.067688,0.087819,0.07784,0.100081,0.890192,0.657048,0.87365,0.313971,1.368851,0.0,1.0,0.528783,0.153214,0.619554
