status,run_id,dataset,model,mode,seed,layers,fixed_k,selected_k,max_children,state_mode,extra_dims,input_dim,state_dim,num_classes,epochs,lr,batch_size,init_samples,kmeans_iters,params,best_epoch,best_val_acc,best_val_f1,final_val_acc,final_val_f1,test_acc,test_f1,train_time_sec,selected_children,total_children,train_fisher_before,train_fisher_after,val_fisher_before,val_fisher_after,test_fisher_before,test_fisher_after,layer1_children,layer1_sigma_mean,layer1_sigma_min,layer1_sigma_max,layer1_gate_active,layer1_gate_mean,layer1_move_norm,layer1_alpha_eff,layer1_parent_top_rate,layer1_child_top_rate,layer1_charge_abs_mean,layer1_parent_norm,layer1_child_offset_norm
ok,airline_satisfaction__L1_x2__fixed_k71__seed0,airline_satisfaction,AAT-L1-x2-K71,fixed,0,1,71,71,71,x2,32,32,64,2,80,0.001,512,8192,8,9776,78,0.954318,0.953374,0.95342,0.952464,0.952764,0.951916,104.058,"[[71, 71]]",142,6778.578125,7085.854492,1237.093018,1292.276367,2095.927246,2184.820312,71.0,2.689851,1.62662,3.72933,0.137105,0.094091,0.546453,20.735714,0.00061,0.99939,0.583773,8.477706,10.221875
ok,airline_satisfaction__L1_x2__fixed_k72__seed0,airline_satisfaction,AAT-L1-x2-K72,fixed,0,1,72,72,72,x2,32,32,64,2,80,0.001,512,8192,8,9910,58,0.954318,0.953435,0.953548,0.952711,0.953342,0.952528,104.775,"[[72, 72]]",144,6778.578125,7102.769043,1237.093018,1295.454468,2095.927246,2187.782715,72.0,2.695869,1.720707,3.692531,0.119754,0.08045,0.507211,20.587418,0.016357,0.983643,0.530755,8.448726,10.175808
ok,airline_satisfaction__L1_x2__fixed_k73__seed0,airline_satisfaction,AAT-L1-x2-K73,fixed,0,1,73,73,73,x2,32,32,64,2,80,0.001,512,8192,8,10044,75,0.954061,0.953153,0.953356,0.952408,0.953573,0.952743,104.584,"[[73, 73]]",146,6778.578125,7080.061035,1237.093018,1291.621094,2095.927246,2182.707031,73.0,2.713692,1.592297,3.269119,0.145963,0.104084,0.565313,21.910826,0.000366,0.999634,0.60707,8.517508,10.125796
ok,airline_satisfaction__L1_x2__fixed_k74__seed0,airline_satisfaction,AAT-L1-x2-K74,fixed,0,1,74,74,74,x2,32,32,64,2,80,0.001,512,8192,8,10178,79,0.953741,0.952827,0.952842,0.951954,0.954766,0.95395,104.597,"[[74, 74]]",148,6778.578125,7093.227539,1237.093018,1294.071289,2095.927246,2185.506104,74.0,2.707474,1.554793,3.325589,0.139149,0.098604,0.555608,24.939178,0.0,1.0,0.609443,8.396516,10.142051
ok,airline_satisfaction__L1_x2__fixed_k75__seed0,airline_satisfaction,AAT-L1-x2-K75,fixed,0,1,75,75,75,x2,32,32,64,2,80,0.001,512,8192,8,10312,71,0.954254,0.953369,0.951559,0.950742,0.952918,0.952095,105.678,"[[75, 75]]",150,6778.578125,7066.880859,1237.093018,1288.829712,2095.927246,2175.3479,75.0,2.694806,1.645217,3.455693,0.122381,0.080638,0.497866,23.000982,0.011353,0.988647,0.5903,8.482625,10.190943
ok,airline_satisfaction__L1_x2__fixed_k76__seed0,airline_satisfaction,AAT-L1-x2-K76,fixed,0,1,76,76,76,x2,32,32,64,2,80,0.001,512,8192,8,10446,79,0.954639,0.953763,0.95451,0.953607,0.955151,0.954394,103.684,"[[76, 76]]",152,6778.578125,7076.019043,1237.093018,1290.724731,2095.927246,2178.212646,76.0,2.704803,1.548697,3.534994,0.142909,0.102647,0.522079,21.968929,0.0,1.0,0.620062,8.546839,10.125033
ok,airline_satisfaction__L1_x2__fixed_k77__seed0,airline_satisfaction,AAT-L1-x2-K77,fixed,0,1,77,77,77,x2,32,32,64,2,80,0.001,512,8192,8,10580,76,0.953997,0.953087,0.952329,0.951481,0.954112,0.953283,104.235,"[[77, 77]]",154,6778.578125,7051.123047,1237.093018,1285.937134,2095.927246,2173.080566,77.0,2.686899,1.598353,3.544732,0.135727,0.096257,0.528703,21.128996,0.0,1.0,0.612142,8.547881,10.09933
ok,airline_satisfaction__L1_x2__fixed_k78__seed0,airline_satisfaction,AAT-L1-x2-K78,fixed,0,1,78,78,78,x2,32,32,64,2,80,0.001,512,8192,8,10714,76,0.955409,0.954447,0.952842,0.951998,0.95338,0.952458,103.634,"[[78, 78]]",156,6778.578125,7044.57666,1237.093018,1284.738159,2095.927246,2169.323975,78.0,2.678338,1.597429,3.522933,0.136935,0.096504,0.552069,22.153502,0.0,1.0,0.60789,8.524519,10.107384
ok,airline_satisfaction__L1_x2__fixed_k79__seed0,airline_satisfaction,AAT-L1-x2-K79,fixed,0,1,79,79,79,x2,32,32,64,2,80,0.001,512,8192,8,10848,77,0.955216,0.954291,0.955152,0.954228,0.954188,0.953339,103.954,"[[79, 79]]",158,6778.578125,7047.886719,1237.093018,1285.202393,2095.927246,2174.650391,79.0,2.662666,1.596621,3.406615,0.13461,0.093051,0.54398,21.555712,0.0,1.0,0.61066,8.555685,10.04604
ok,airline_satisfaction__L1_x2__fixed_k80__seed0,airline_satisfaction,AAT-L1-x2-K80,fixed,0,1,80,80,80,x2,32,32,64,2,80,0.001,512,8192,8,10982,65,0.95419,0.953227,0.953869,0.952932,0.952572,0.951606,105.08,"[[80, 80]]",160,6778.578125,7133.351074,1237.093018,1301.407715,2095.927246,2198.143066,80.0,2.696387,1.713296,3.382585,0.147453,0.111856,0.643294,20.21731,0.0,1.0,0.59586,8.706978,10.069235
ok,airline_satisfaction__L1_x2__fixed_k81__seed0,airline_satisfaction,AAT-L1-x2-K81,fixed,0,1,81,81,81,x2,32,32,64,2,80,0.001,512,8192,8,11116,78,0.955088,0.954161,0.954382,0.953435,0.953496,0.952644,104.215,"[[81, 81]]",162,6778.578125,7057.720703,1237.093018,1286.766357,2095.927246,2174.422852,81.0,2.70677,1.563035,3.425322,0.137344,0.096713,0.606789,23.781845,0.0,1.0,0.608029,8.431174,10.132894
ok,airline_satisfaction__L1_x2__fixed_k83__seed0,airline_satisfaction,AAT-L1-x2-K83,fixed,0,1,83,83,83,x2,32,32,64,2,80,0.001,512,8192,8,11384,79,0.955088,0.954228,0.952971,0.952095,0.954227,0.95345,104.667,"[[83, 83]]",166,6778.578125,7061.616699,1237.093018,1287.392334,2095.927246,2177.770264,83.0,2.669877,1.618573,3.763272,0.132185,0.091433,0.565975,20.654568,0.0,1.0,0.60909,8.601505,10.165024
ok,airline_satisfaction__L1_x2__fixed_k84__seed0,airline_satisfaction,AAT-L1-x2-K84,fixed,0,1,84,84,84,x2,32,32,64,2,80,0.001,512,8192,8,11518,72,0.95496,0.954081,0.953869,0.952998,0.955074,0.954285,104.915,"[[84, 84]]",168,6778.578125,7060.175781,1237.093018,1287.108887,2095.927246,2175.802002,84.0,2.665019,1.64875,3.77409,0.128935,0.090888,0.564253,19.980417,0.0,1.0,0.5802,8.657198,10.165633
ok,airline_satisfaction__L1_x2__fixed_k85__seed0,airline_satisfaction,AAT-L1-x2-K85,fixed,0,1,85,85,85,x2,32,32,64,2,80,0.001,512,8192,8,11652,72,0.954575,0.95368,0.953676,0.952766,0.954304,0.953514,103.935,"[[85, 85]]",170,6778.578125,7012.398438,1237.093018,1278.41626,2095.927246,2160.405273,85.0,2.700171,1.623629,3.746625,0.128668,0.084971,0.508761,23.291029,0.001465,0.998535,0.565975,8.483027,10.041751
ok,airline_satisfaction__L1_x2__fixed_k86__seed0,airline_satisfaction,AAT-L1-x2-K86,fixed,0,1,86,86,86,x2,32,32,64,2,80,0.001,512,8192,8,11786,64,0.954575,0.953632,0.952008,0.951172,0.953342,0.952441,103.838,"[[86, 86]]",172,6778.578125,7057.167969,1237.093018,1286.524902,2095.927246,2171.719971,86.0,2.693751,1.667125,3.818147,0.124649,0.083731,0.552399,22.853573,0.0,1.0,0.546605,8.482469,10.040182
ok,airline_satisfaction__L1_x2__fixed_k88__seed0,airline_satisfaction,AAT-L1-x2-K88,fixed,0,1,88,88,88,x2,32,32,64,2,80,0.001,512,8192,8,12054,73,0.955024,0.954085,0.951302,0.950436,0.953804,0.952894,104.141,"[[88, 88]]",176,6778.578125,7112.260254,1237.093018,1296.896118,2095.927246,2188.446289,88.0,2.68859,1.655614,3.578998,0.117487,0.075614,0.545737,24.608171,0.0,1.0,0.590531,8.530556,10.129735
ok,airline_satisfaction__L1_x2__fixed_k89__seed0,airline_satisfaction,AAT-L1-x2-K89,fixed,0,1,89,89,89,x2,32,32,64,2,80,0.001,512,8192,8,12188,71,0.954254,0.953372,0.953869,0.952921,0.954112,0.95328,104.307,"[[89, 89]]",178,6778.578125,7102.488281,1237.093018,1295.154297,2095.927246,2186.618652,89.0,2.677189,1.595694,3.703639,0.124698,0.084816,0.589466,24.495707,0.004028,0.995972,0.566725,8.480612,10.069492
ok,airline_satisfaction__L1_x2__fixed_k90__seed0,airline_satisfaction,AAT-L1-x2-K90,fixed,0,1,90,90,90,x2,32,32,64,2,80,0.001,512,8192,8,12322,70,0.953676,0.952805,0.952778,0.951952,0.953457,0.952636,104.986,"[[90, 90]]",180,6778.578125,7091.243652,1237.093018,1293.363159,2095.927246,2181.743652,90.0,2.669799,1.688068,3.603925,0.115502,0.075488,0.523744,25.125437,0.014526,0.985474,0.553214,8.539058,10.133129
ok,airline_satisfaction__L1_x2__fixed_k91__seed0,airline_satisfaction,AAT-L1-x2-K91,fixed,0,1,91,91,91,x2,32,32,64,2,80,0.001,512,8192,8,12456,77,0.95528,0.954381,0.953484,0.952572,0.955343,0.954531,105.285,"[[91, 91]]",182,6778.578125,7054.803711,1237.093018,1286.496094,2095.927246,2173.655518,91.0,2.68083,1.600804,3.66423,0.123938,0.085389,0.553318,23.730099,0.0,1.0,0.597011,8.58082,10.053558
ok,airline_satisfaction__L1_x2__fixed_k92__seed0,airline_satisfaction,AAT-L1-x2-K92,fixed,0,1,92,92,92,x2,32,32,64,2,80,0.001,512,8192,8,12590,76,0.955473,0.954574,0.953676,0.952708,0.953265,0.952411,106.224,"[[92, 92]]",184,6778.578125,7103.142578,1237.093018,1295.184814,2095.927246,2188.480225,92.0,2.680683,1.605213,3.44616,0.126198,0.09218,0.513743,23.871531,0.002808,0.997192,0.559444,8.75083,10.108154
ok,airline_satisfaction__L1_x2__fixed_k93__seed0,airline_satisfaction,AAT-L1-x2-K93,fixed,0,1,93,93,93,x2,32,32,64,2,80,0.001,512,8192,8,12724,79,0.955152,0.954286,0.952714,0.951879,0.95415,0.953346,104.27,"[[93, 93]]",186,6778.578125,7116.787598,1237.093018,1297.572998,2095.927246,2192.511963,93.0,2.670122,1.55363,3.684089,0.120785,0.081195,0.554428,24.987822,0.002686,0.997314,0.580965,8.452717,10.047575
ok,airline_satisfaction__L1_x2__fixed_k94__seed0,airline_satisfaction,AAT-L1-x2-K94,fixed,0,1,94,94,94,x2,32,32,64,2,80,0.001,512,8192,8,12858,80,0.953805,0.952818,0.953805,0.952818,0.954342,0.95344,103.023,"[[94, 94]]",188,6778.578125,7079.70459,1237.093018,1291.414795,2095.927246,2180.995117,94.0,2.691694,1.57036,3.686659,0.12972,0.089989,0.553045,25.979794,0.000366,0.999634,0.586315,8.649761,10.01197
ok,airline_satisfaction__L1_x2__fixed_k95__seed0,airline_satisfaction,AAT-L1-x2-K95,fixed,0,1,95,95,95,x2,32,32,64,2,80,0.001,512,8192,8,12992,74,0.954767,0.9538,0.952265,0.951431,0.955151,0.954257,103.608,"[[95, 95]]",190,6778.578125,7081.446289,1237.093018,1291.39917,2095.927246,2181.373291,95.0,2.681458,1.599417,3.566664,0.123109,0.086701,0.575974,26.572775,0.004883,0.995117,0.567258,8.690054,9.998318
ok,airline_satisfaction__L1_x2__fixed_k96__seed0,airline_satisfaction,AAT-L1-x2-K96,fixed,0,1,96,96,96,x2,32,32,64,2,80,0.001,512,8192,8,13126,79,0.953484,0.952553,0.952842,0.951951,0.953919,0.95307,103.631,"[[96, 96]]",192,6778.578125,7052.04834,1237.093018,1285.518799,2095.927246,2173.577881,96.0,2.658386,1.569015,3.71008,0.120359,0.081035,0.562549,25.170622,0.00061,0.99939,0.583189,8.557473,10.040737
ok,airline_satisfaction__L1_x2__fixed_k97__seed0,airline_satisfaction,AAT-L1-x2-K97,fixed,0,1,97,97,97,x2,32,32,64,2,80,0.001,512,8192,8,13260,79,0.954254,0.953367,0.95342,0.95254,0.954496,0.953699,103.417,"[[97, 97]]",194,6778.578125,7104.091309,1237.093018,1294.778198,2095.927246,2189.980469,97.0,2.656475,1.568205,3.725047,0.11427,0.076696,0.593611,23.042627,0.0,1.0,0.576664,8.635327,10.041055
ok,airline_satisfaction__L1_x2__fixed_k98__seed0,airline_satisfaction,AAT-L1-x2-K98,fixed,0,1,98,98,98,x2,32,32,64,2,80,0.001,512,8192,8,13394,79,0.953805,0.952878,0.953035,0.9522,0.954304,0.953449,103.411,"[[98, 98]]",196,6778.578125,7065.527832,1237.093018,1287.963745,2095.927246,2177.877686,98.0,2.660354,1.574274,3.64463,0.112428,0.076402,0.588506,24.480875,0.0,1.0,0.589312,8.524575,10.035232
ok,airline_satisfaction__L1_x2__fixed_k99__seed0,airline_satisfaction,AAT-L1-x2-K99,fixed,0,1,99,99,99,x2,32,32,64,2,80,0.001,512,8192,8,13528,78,0.953548,0.952642,0.953227,0.952305,0.952995,0.952133,104.123,"[[99, 99]]",198,6778.578125,7024.091309,1237.093018,1280.942993,2095.927246,2164.401855,99.0,2.679227,1.788996,3.463682,0.11067,0.06938,0.541231,29.665129,0.000977,0.999023,0.583301,8.560205,9.945998
ok,airline_satisfaction__L1_x2__fixed_k100__seed0,airline_satisfaction,AAT-L1-x2-K100,fixed,0,1,100,100,100,x2,32,32,64,2,80,0.001,512,8192,8,13662,78,0.952906,0.952014,0.951752,0.950929,0.954112,0.953352,103.663,"[[100, 100]]",200,6778.578125,7007.590332,1237.093018,1277.735107,2095.927246,2159.35498,100.0,2.690054,1.870138,3.692615,0.11124,0.073838,0.538678,26.609844,0.000366,0.999634,0.585435,8.640416,10.003014
ok,airline_satisfaction__L1_x2__fixed_k101__seed0,airline_satisfaction,AAT-L1-x2-K101,fixed,0,1,101,101,101,x2,32,32,64,2,80,0.001,512,8192,8,13796,76,0.953356,0.952401,0.951944,0.951053,0.953611,0.952735,104.565,"[[101, 101]]",202,6778.578125,7046.84375,1237.093018,1285.336182,2095.927246,2172.652588,101.0,2.67797,1.653477,3.576221,0.116687,0.08321,0.556455,25.631117,0.000977,0.999023,0.580245,8.66343,9.944468
ok,airline_satisfaction__L1_x2__fixed_k102__seed0,airline_satisfaction,AAT-L1-x2-K102,fixed,0,1,102,102,102,x2,32,32,64,2,80,0.001,512,8192,8,13930,78,0.953035,0.952132,0.951623,0.950688,0.953342,0.952526,102.209,"[[102, 102]]",204,6778.578125,7021.077637,1237.093018,1280.864502,2095.927246,2165.796631,102.0,2.662919,1.698588,3.343217,0.106043,0.070922,0.541306,27.618029,0.003052,0.996948,0.567559,8.326592,9.971412
ok,airline_satisfaction__L1_x2__fixed_k103__seed0,airline_satisfaction,AAT-L1-x2-K103,fixed,0,1,103,103,103,x2,32,32,64,2,80,0.001,512,8192,8,14064,72,0.954767,0.953884,0.953163,0.952358,0.953919,0.953123,102.674,"[[103, 103]]",206,6778.578125,7054.961426,1237.093018,1286.279053,2095.927246,2175.634033,103.0,2.661964,1.685006,3.621164,0.106306,0.072408,0.602002,26.207499,0.0,1.0,0.576445,8.525456,9.884101
ok,airline_satisfaction__L1_x2__fixed_k104__seed0,airline_satisfaction,AAT-L1-x2-K104,fixed,0,1,104,104,104,x2,32,32,64,2,80,0.001,512,8192,8,14198,73,0.954061,0.953162,0.952329,0.951479,0.954727,0.953937,103.163,"[[104, 104]]",208,6778.578125,7052.318848,1237.093018,1286.260376,2095.927246,2174.891113,104.0,2.653385,1.632937,3.667351,0.110789,0.076896,0.594384,25.56082,0.0,1.0,0.567536,8.556198,9.981485
ok,airline_satisfaction__L1_x2__fixed_k105__seed0,airline_satisfaction,AAT-L1-x2-K105,fixed,0,1,105,105,105,x2,32,32,64,2,80,0.001,512,8192,8,14332,77,0.952586,0.951677,0.951559,0.950602,0.953342,0.952527,102.023,"[[105, 105]]",210,6778.578125,7110.386719,1237.093018,1297.195679,2095.927246,2193.259766,105.0,2.661379,1.623276,3.402138,0.106247,0.070832,0.585645,27.220875,0.001099,0.998901,0.589651,8.677534,9.984261
ok,airline_satisfaction__L1_x2__fixed_k106__seed0,airline_satisfaction,AAT-L1-x2-K106,fixed,0,1,106,106,106,x2,32,32,64,2,80,0.001,512,8192,8,14466,80,0.953933,0.952993,0.953933,0.952993,0.953957,0.9531,101.744,"[[106, 106]]",212,6778.578125,7075.009766,1237.093018,1290.629028,2095.927246,2180.542969,106.0,2.643008,1.778855,3.623947,0.112315,0.076093,0.61087,27.240398,0.0,1.0,0.603957,8.528924,9.964728
ok,airline_satisfaction__L1_x2__fixed_k107__seed0,airline_satisfaction,AAT-L1-x2-K107,fixed,0,1,107,107,107,x2,32,32,64,2,80,0.001,512,8192,8,14600,80,0.953805,0.952853,0.953805,0.952853,0.954188,0.95333,101.374,"[[107, 107]]",214,6778.578125,7091.604004,1237.093018,1292.778076,2095.927246,2183.20874,107.0,2.642819,1.703499,3.364431,0.103996,0.070558,0.595406,27.776934,0.009277,0.990723,0.575782,8.582728,9.875552
ok,airline_satisfaction__L1_x2__fixed_k108__seed0,airline_satisfaction,AAT-L1-x2-K108,fixed,0,1,108,108,108,x2,32,32,64,2,80,0.001,512,8192,8,14734,79,0.953805,0.952827,0.952522,0.951628,0.953342,0.952418,102.458,"[[108, 108]]",216,6778.578125,7071.433105,1237.093018,1289.184937,2095.927246,2178.918457,108.0,2.638471,2.003533,3.309853,0.097519,0.062259,0.56256,27.250563,0.0,1.0,0.605108,8.66584,9.920306
ok,airline_satisfaction__L1_x2__fixed_k109__seed0,airline_satisfaction,AAT-L1-x2-K109,fixed,0,1,109,109,109,x2,32,32,64,2,80,0.001,512,8192,8,14868,76,0.953612,0.952622,0.953099,0.952028,0.953534,0.95264,100.271,"[[109, 109]]",218,6778.578125,7066.474121,1237.093018,1288.732666,2095.927246,2177.779785,109.0,2.641495,1.629329,3.408322,0.110801,0.076964,0.596604,27.172867,0.0,1.0,0.573597,8.601318,9.930979
ok,airline_satisfaction__L1_x2__fixed_k110__seed0,airline_satisfaction,AAT-L1-x2-K110,fixed,0,1,110,110,110,x2,32,32,64,2,80,0.001,512,8192,8,15002,79,0.954126,0.953185,0.952714,0.951799,0.953727,0.952866,100.595,"[[110, 110]]",220,6778.578125,7057.941406,1237.093018,1286.730835,2095.927246,2175.28125,110.0,2.641498,1.670986,3.704543,0.098158,0.062426,0.543593,27.314289,0.00061,0.99939,0.57593,8.530748,9.962302
ok,airline_satisfaction__L1_x2__fixed_k111__seed0,airline_satisfaction,AAT-L1-x2-K111,fixed,0,1,111,111,111,x2,32,32,64,2,80,0.001,512,8192,8,15136,80,0.95342,0.952489,0.95342,0.952489,0.954342,0.95348,102.054,"[[111, 111]]",222,6778.578125,7054.520508,1237.093018,1286.790527,2095.927246,2173.455811,111.0,2.658819,1.820802,3.836165,0.107654,0.069632,0.577227,27.756926,0.000854,0.999146,0.57268,8.587894,9.906127
ok,airline_satisfaction__L1_x2__fixed_k112__seed0,airline_satisfaction,AAT-L1-x2-K112,fixed,0,1,112,112,112,x2,32,32,64,2,80,0.001,512,8192,8,15270,77,0.954061,0.95317,0.952008,0.951218,0.954997,0.954197,99.52,"[[112, 112]]",224,6778.578125,7023.583984,1237.093018,1281.086426,2095.927246,2163.11377,112.0,2.659726,1.677275,3.709925,0.115724,0.07987,0.585042,28.712858,0.0,1.0,0.55466,8.729847,9.833757
ok,airline_satisfaction__L1_x2__fixed_k113__seed0,airline_satisfaction,AAT-L1-x2-K113,fixed,0,1,113,113,113,x2,32,32,64,2,80,0.001,512,8192,8,15404,71,0.95451,0.953575,0.954254,0.953347,0.952803,0.951941,101.067,"[[113, 113]]",226,6778.578125,7097.430664,1237.093018,1294.323364,2095.927246,2187.989746,113.0,2.662847,1.618906,3.615662,0.102247,0.068842,0.55493,26.998341,0.0,1.0,0.560452,8.534561,9.830515
ok,airline_satisfaction__L1_x2__fixed_k114__seed0,airline_satisfaction,AAT-L1-x2-K114,fixed,0,1,114,114,114,x2,32,32,64,2,80,0.001,512,8192,8,15538,75,0.954126,0.953233,0.953291,0.952409,0.95365,0.952822,99.744,"[[114, 114]]",228,6778.578125,7070.870605,1237.093018,1289.385376,2095.927246,2180.327148,114.0,2.636264,1.622384,3.6979,0.097949,0.065592,0.61154,25.314445,0.0,1.0,0.54599,8.456178,9.873668
ok,airline_satisfaction__L1_x2__fixed_k115__seed0,airline_satisfaction,AAT-L1-x2-K115,fixed,0,1,115,115,115,x2,32,32,64,2,80,0.001,512,8192,8,15672,79,0.954446,0.953532,0.949955,0.949121,0.955343,0.954516,101.091,"[[115, 115]]",230,6778.578125,7029.470215,1237.093018,1281.672241,2095.927246,2167.328369,115.0,2.643321,1.920959,3.644052,0.091916,0.060065,0.530697,24.281475,0.000122,0.999878,0.550352,8.696299,9.923115
ok,airline_satisfaction__L1_x2__fixed_k116__seed0,airline_satisfaction,AAT-L1-x2-K116,fixed,0,1,116,116,116,x2,32,32,64,2,80,0.001,512,8192,8,15806,60,0.953869,0.952891,0.953741,0.952847,0.952649,0.951742,100.202,"[[116, 116]]",232,6778.578125,7021.261719,1237.093018,1280.856934,2095.927246,2164.083496,116.0,2.660289,1.910192,3.577568,0.099195,0.065661,0.533026,24.231167,0.0,1.0,0.505174,8.731702,9.842622
ok,airline_satisfaction__L1_x2__fixed_k117__seed0,airline_satisfaction,AAT-L1-x2-K117,fixed,0,1,117,117,117,x2,32,32,64,2,80,0.001,512,8192,8,15940,78,0.953933,0.95297,0.953805,0.952952,0.953149,0.95227,99.435,"[[117, 117]]",234,6778.578125,7073.405273,1237.093018,1289.803589,2095.927246,2180.284668,117.0,2.655391,2.017394,3.425779,0.09794,0.060946,0.552362,29.181644,0.0,1.0,0.583195,8.491772,9.852925
ok,airline_satisfaction__L1_x2__fixed_k118__seed0,airline_satisfaction,AAT-L1-x2-K118,fixed,0,1,118,118,118,x2,32,32,64,2,80,0.001,512,8192,8,16074,58,0.95528,0.954342,0.953035,0.952151,0.953188,0.952296,99.023,"[[118, 118]]",236,6778.578125,7033.158203,1237.093018,1282.575684,2095.927246,2166.898438,118.0,2.674897,1.77844,3.920192,0.089218,0.05835,0.502063,24.993361,0.0,1.0,0.510116,8.794537,9.818789
ok,airline_satisfaction__L1_x2__fixed_k119__seed0,airline_satisfaction,AAT-L1-x2-K119,fixed,0,1,119,119,119,x2,32,32,64,2,80,0.001,512,8192,8,16208,64,0.954382,0.953431,0.952137,0.951282,0.95388,0.953006,103.016,"[[119, 119]]",238,6778.578125,7016.702148,1237.093018,1279.615967,2095.927246,2161.494141,119.0,2.671558,1.799374,3.869077,0.095924,0.063677,0.50993,26.121462,0.0,1.0,0.515553,8.701391,9.800323
ok,airline_satisfaction__L1_x2__fixed_k120__seed0,airline_satisfaction,AAT-L1-x2-K120,fixed,0,1,120,120,120,x2,32,32,64,2,80,0.001,512,8192,8,16342,77,0.95451,0.953531,0.952906,0.952064,0.952456,0.951475,102.982,"[[120, 120]]",240,6778.578125,7125.382324,1237.093018,1299.627686,2095.927246,2194.342773,120.0,2.652814,1.667531,3.37682,0.108292,0.073827,0.58269,29.618456,0.0,1.0,0.571112,8.600883,9.826869
